benchmark,onnx_file,vnnlib_file,ground_truth,n_sat,n_unsat,n_timeout,n_unknown,n_error,dissenting_tools,source_tools
acasxu_2023,ACASXU_run2a_4_7_batch_2000.onnx,prop_3.vnnlib,unsat,0,8,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_4_7_batch_2000.onnx,prop_4.vnnlib,unsat,0,8,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_4_8_batch_2000.onnx,prop_1.vnnlib,unsat,0,6,1,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,pyrat,sobolbox"
acasxu_2023,ACASXU_run2a_4_8_batch_2000.onnx,prop_2.vnnlib,sat,8,0,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_4_8_batch_2000.onnx,prop_3.vnnlib,unsat,0,8,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_4_8_batch_2000.onnx,prop_4.vnnlib,unsat,0,8,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_4_9_batch_2000.onnx,prop_1.vnnlib,unsat,0,6,1,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,pyrat,sobolbox"
acasxu_2023,ACASXU_run2a_4_9_batch_2000.onnx,prop_2.vnnlib,sat,8,0,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_4_9_batch_2000.onnx,prop_3.vnnlib,unsat,0,8,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_4_9_batch_2000.onnx,prop_4.vnnlib,unsat,0,8,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_5_1_batch_2000.onnx,prop_1.vnnlib,unsat,0,7,1,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_5_1_batch_2000.onnx,prop_2.vnnlib,sat,8,0,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_5_1_batch_2000.onnx,prop_3.vnnlib,unsat,0,6,1,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,pyrat,rover"
acasxu_2023,ACASXU_run2a_5_1_batch_2000.onnx,prop_4.vnnlib,unsat,0,8,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_5_2_batch_2000.onnx,prop_1.vnnlib,unsat,0,7,1,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_5_2_batch_2000.onnx,prop_2.vnnlib,sat,8,0,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_5_2_batch_2000.onnx,prop_3.vnnlib,unsat,0,8,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_5_2_batch_2000.onnx,prop_4.vnnlib,unsat,0,8,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_5_3_batch_2000.onnx,prop_1.vnnlib,unsat,0,7,1,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_5_3_batch_2000.onnx,prop_2.vnnlib,sat,6,0,1,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,pyrat,rover"
acasxu_2023,ACASXU_run2a_5_3_batch_2000.onnx,prop_3.vnnlib,unsat,0,8,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_5_3_batch_2000.onnx,prop_4.vnnlib,unsat,0,8,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_5_4_batch_2000.onnx,prop_1.vnnlib,unsat,0,7,1,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_5_4_batch_2000.onnx,prop_2.vnnlib,sat,8,0,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_5_4_batch_2000.onnx,prop_3.vnnlib,unsat,0,8,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_5_4_batch_2000.onnx,prop_4.vnnlib,unsat,0,8,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_5_5_batch_2000.onnx,prop_1.vnnlib,unsat,0,7,1,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_5_5_batch_2000.onnx,prop_2.vnnlib,sat,8,0,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_5_5_batch_2000.onnx,prop_3.vnnlib,unsat,0,8,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_5_5_batch_2000.onnx,prop_4.vnnlib,unsat,0,8,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_5_6_batch_2000.onnx,prop_1.vnnlib,unsat,0,7,1,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_5_6_batch_2000.onnx,prop_2.vnnlib,sat,8,0,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_5_6_batch_2000.onnx,prop_3.vnnlib,unsat,0,8,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_5_6_batch_2000.onnx,prop_4.vnnlib,unsat,0,8,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_5_7_batch_2000.onnx,prop_1.vnnlib,unsat,0,7,1,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_5_7_batch_2000.onnx,prop_2.vnnlib,sat,8,0,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_5_7_batch_2000.onnx,prop_3.vnnlib,unsat,0,8,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_5_7_batch_2000.onnx,prop_4.vnnlib,unsat,0,8,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_5_8_batch_2000.onnx,prop_1.vnnlib,unsat,0,6,1,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,pyrat,sobolbox"
acasxu_2023,ACASXU_run2a_5_8_batch_2000.onnx,prop_2.vnnlib,sat,8,0,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_5_8_batch_2000.onnx,prop_3.vnnlib,unsat,0,8,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_5_8_batch_2000.onnx,prop_4.vnnlib,unsat,0,8,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_5_9_batch_2000.onnx,prop_1.vnnlib,unsat,0,7,1,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_5_9_batch_2000.onnx,prop_2.vnnlib,sat,8,0,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_5_9_batch_2000.onnx,prop_3.vnnlib,unsat,0,8,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,rover,sobolbox"
acasxu_2023,ACASXU_run2a_5_9_batch_2000.onnx,prop_4.vnnlib,unsat,0,8,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,rover,sobolbox"
acasxu_2023,test_nano.onnx,test_nano.vnnlib,unsat,0,5,0,1,2,,"alpha_beta_crown,cora,neuralsat,nnenum,pyrat"
collins_rul_cnn_2022,NN_rul_full_window_20.onnx,if_then_7levels_w20.vnnlib,sat,7,0,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
collins_rul_cnn_2022,NN_rul_full_window_20.onnx,if_then_9levels_w20.vnnlib,sat,7,0,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
collins_rul_cnn_2022,NN_rul_full_window_20.onnx,monotonicity_CI_shift10_w20.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
collins_rul_cnn_2022,NN_rul_full_window_20.onnx,monotonicity_CI_shift20_w20.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
collins_rul_cnn_2022,NN_rul_full_window_20.onnx,monotonicity_CI_shift5_w20.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
collins_rul_cnn_2022,NN_rul_full_window_20.onnx,robustness_16perturbations_delta10_epsilon10_w20.vnnlib,sat,7,0,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
collins_rul_cnn_2022,NN_rul_full_window_20.onnx,robustness_16perturbations_delta20_epsilon10_w20.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
collins_rul_cnn_2022,NN_rul_full_window_20.onnx,robustness_16perturbations_delta40_epsilon10_w20.vnnlib,sat,7,0,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
collins_rul_cnn_2022,NN_rul_full_window_20.onnx,robustness_16perturbations_delta5_epsilon10_w20.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
collins_rul_cnn_2022,NN_rul_full_window_20.onnx,robustness_2perturbations_delta10_epsilon10_w20.vnnlib,unsat,0,6,1,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat"
collins_rul_cnn_2022,NN_rul_full_window_20.onnx,robustness_2perturbations_delta20_epsilon10_w20.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
collins_rul_cnn_2022,NN_rul_full_window_20.onnx,robustness_2perturbations_delta40_epsilon10_w20.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
collins_rul_cnn_2022,NN_rul_full_window_20.onnx,robustness_2perturbations_delta5_epsilon10_w20.vnnlib,sat,6,0,1,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat"
collins_rul_cnn_2022,NN_rul_full_window_20.onnx,robustness_4perturbations_delta10_epsilon10_w20.vnnlib,sat,7,0,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
collins_rul_cnn_2022,NN_rul_full_window_20.onnx,robustness_4perturbations_delta20_epsilon10_w20.vnnlib,sat,7,0,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
collins_rul_cnn_2022,NN_rul_full_window_20.onnx,robustness_4perturbations_delta40_epsilon10_w20.vnnlib,sat,7,0,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
collins_rul_cnn_2022,NN_rul_full_window_20.onnx,robustness_4perturbations_delta5_epsilon10_w20.vnnlib,sat,7,0,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
collins_rul_cnn_2022,NN_rul_full_window_20.onnx,robustness_8perturbations_delta10_epsilon10_w20.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
collins_rul_cnn_2022,NN_rul_full_window_20.onnx,robustness_8perturbations_delta20_epsilon10_w20.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
collins_rul_cnn_2022,NN_rul_full_window_20.onnx,robustness_8perturbations_delta40_epsilon10_w20.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
collins_rul_cnn_2022,NN_rul_full_window_20.onnx,robustness_8perturbations_delta5_epsilon10_w20.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
collins_rul_cnn_2022,NN_rul_full_window_40.onnx,monotonicity_CI_shift10_w40.vnnlib,unsat,0,6,0,1,1,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat"
collins_rul_cnn_2022,NN_rul_full_window_40.onnx,monotonicity_CI_shift20_w40.vnnlib,unsat,0,6,0,1,1,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat"
collins_rul_cnn_2022,NN_rul_full_window_40.onnx,monotonicity_CI_shift5_w40.vnnlib,unsat,0,6,1,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat"
collins_rul_cnn_2022,NN_rul_full_window_40.onnx,robustness_16perturbations_delta10_epsilon10_w40.vnnlib,unsat,0,6,0,1,1,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat"
collins_rul_cnn_2022,NN_rul_full_window_40.onnx,robustness_16perturbations_delta20_epsilon10_w40.vnnlib,unsat,0,6,0,1,1,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat"
collins_rul_cnn_2022,NN_rul_full_window_40.onnx,robustness_16perturbations_delta40_epsilon10_w40.vnnlib,unsat,0,6,0,1,1,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat"
collins_rul_cnn_2022,NN_rul_full_window_40.onnx,robustness_16perturbations_delta5_epsilon10_w40.vnnlib,unsat,0,6,0,1,1,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat"
collins_rul_cnn_2022,NN_rul_full_window_40.onnx,robustness_2perturbations_delta10_epsilon10_w40.vnnlib,unsat,0,6,1,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat"
collins_rul_cnn_2022,NN_rul_full_window_40.onnx,robustness_2perturbations_delta20_epsilon10_w40.vnnlib,unsat,0,6,1,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat"
collins_rul_cnn_2022,NN_rul_full_window_40.onnx,robustness_2perturbations_delta40_epsilon10_w40.vnnlib,unsat,0,6,0,1,1,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat"
collins_rul_cnn_2022,NN_rul_full_window_40.onnx,robustness_2perturbations_delta5_epsilon10_w40.vnnlib,unsat,0,6,1,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat"
collins_rul_cnn_2022,NN_rul_full_window_40.onnx,robustness_4perturbations_delta10_epsilon10_w40.vnnlib,sat,6,0,1,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat"
collins_rul_cnn_2022,NN_rul_full_window_40.onnx,robustness_4perturbations_delta20_epsilon10_w40.vnnlib,unsat,0,6,1,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat"
collins_rul_cnn_2022,NN_rul_full_window_40.onnx,robustness_4perturbations_delta40_epsilon10_w40.vnnlib,sat,6,0,0,1,1,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat"
collins_rul_cnn_2022,NN_rul_full_window_40.onnx,robustness_4perturbations_delta5_epsilon10_w40.vnnlib,sat,6,0,1,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat"
collins_rul_cnn_2022,NN_rul_full_window_40.onnx,robustness_8perturbations_delta10_epsilon10_w40.vnnlib,unsat,0,6,0,1,1,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat"
collins_rul_cnn_2022,NN_rul_full_window_40.onnx,robustness_8perturbations_delta20_epsilon10_w40.vnnlib,unsat,0,6,0,1,1,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat"
collins_rul_cnn_2022,NN_rul_full_window_40.onnx,robustness_8perturbations_delta40_epsilon10_w40.vnnlib,sat,6,0,0,1,1,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat"
collins_rul_cnn_2022,NN_rul_full_window_40.onnx,robustness_8perturbations_delta5_epsilon10_w40.vnnlib,unsat,0,6,1,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat"
collins_rul_cnn_2022,NN_rul_small_window_20.onnx,if_then_5levels_w20.vnnlib,sat,7,0,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
collins_rul_cnn_2022,NN_rul_small_window_20.onnx,if_then_7levels_w20.vnnlib,sat,7,0,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
collins_rul_cnn_2022,NN_rul_small_window_20.onnx,if_then_9levels_w20.vnnlib,sat,7,0,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
collins_rul_cnn_2022,NN_rul_small_window_20.onnx,monotonicity_CI_shift10_w20.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
collins_rul_cnn_2022,NN_rul_small_window_20.onnx,monotonicity_CI_shift20_w20.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
collins_rul_cnn_2022,NN_rul_small_window_20.onnx,monotonicity_CI_shift5_w20.vnnlib,unsat,0,6,1,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat"
collins_rul_cnn_2022,NN_rul_small_window_20.onnx,robustness_16perturbations_delta10_epsilon10_w20.vnnlib,sat,7,0,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
collins_rul_cnn_2022,NN_rul_small_window_20.onnx,robustness_16perturbations_delta20_epsilon10_w20.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
collins_rul_cnn_2022,NN_rul_small_window_20.onnx,robustness_16perturbations_delta40_epsilon10_w20.vnnlib,sat,7,0,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
collins_rul_cnn_2022,NN_rul_small_window_20.onnx,robustness_16perturbations_delta5_epsilon10_w20.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
collins_rul_cnn_2022,NN_rul_small_window_20.onnx,robustness_2perturbations_delta10_epsilon10_w20.vnnlib,unsat,0,6,1,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat"
collins_rul_cnn_2022,NN_rul_small_window_20.onnx,robustness_2perturbations_delta20_epsilon10_w20.vnnlib,unsat,0,6,1,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat"
collins_rul_cnn_2022,NN_rul_small_window_20.onnx,robustness_2perturbations_delta40_epsilon10_w20.vnnlib,unsat,0,6,1,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat"
collins_rul_cnn_2022,NN_rul_small_window_20.onnx,robustness_2perturbations_delta5_epsilon10_w20.vnnlib,sat,6,0,1,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat"
collins_rul_cnn_2022,NN_rul_small_window_20.onnx,robustness_4perturbations_delta10_epsilon10_w20.vnnlib,sat,6,0,1,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat"
collins_rul_cnn_2022,NN_rul_small_window_20.onnx,robustness_4perturbations_delta20_epsilon10_w20.vnnlib,sat,7,0,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
collins_rul_cnn_2022,NN_rul_small_window_20.onnx,robustness_4perturbations_delta40_epsilon10_w20.vnnlib,sat,7,0,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
collins_rul_cnn_2022,NN_rul_small_window_20.onnx,robustness_4perturbations_delta5_epsilon10_w20.vnnlib,sat,6,0,1,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat"
collins_rul_cnn_2022,NN_rul_small_window_20.onnx,robustness_8perturbations_delta10_epsilon10_w20.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
collins_rul_cnn_2022,NN_rul_small_window_20.onnx,robustness_8perturbations_delta20_epsilon10_w20.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
collins_rul_cnn_2022,NN_rul_small_window_20.onnx,robustness_8perturbations_delta40_epsilon10_w20.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
collins_rul_cnn_2022,NN_rul_small_window_20.onnx,robustness_8perturbations_delta5_epsilon10_w20.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
collins_rul_cnn_2022,test_nano.onnx,test_nano.vnnlib,unsat,0,5,0,1,2,,"alpha_beta_crown,cora,neuralsat,nnenum,pyrat"
dist_shift_2023,mnist_concat.onnx,index1031_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index112_delta0.13.vnnlib,unsat,0,4,0,2,0,,"alpha_beta_crown,cora,neuralsat,pyrat"
dist_shift_2023,mnist_concat.onnx,index1159_delta0.13.vnnlib,unsat,0,5,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat"
dist_shift_2023,mnist_concat.onnx,index1282_delta0.13.vnnlib,sat,5,0,0,1,0,,"alpha_beta_crown,cora,neuralsat,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index1285_delta0.13.vnnlib,sat,5,0,0,1,0,,"alpha_beta_crown,cora,neuralsat,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index1373_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index1453_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index1537_delta0.13.vnnlib,unsat,0,5,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat"
dist_shift_2023,mnist_concat.onnx,index1662_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index1921_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index1929_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index2204_delta0.13.vnnlib,unsat,0,4,0,2,0,,"alpha_beta_crown,cora,neuralsat,pyrat"
dist_shift_2023,mnist_concat.onnx,index2251_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index2481_delta0.13.vnnlib,unsat,0,4,0,2,0,,"alpha_beta_crown,cora,neuralsat,pyrat"
dist_shift_2023,mnist_concat.onnx,index2750_delta0.13.vnnlib,unsat,0,4,1,1,0,,"alpha_beta_crown,cora,neuralsat,pyrat"
dist_shift_2023,mnist_concat.onnx,index292_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index316_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index3401_delta0.13.vnnlib,unsat,0,4,0,2,0,,"alpha_beta_crown,cora,neuralsat,pyrat"
dist_shift_2023,mnist_concat.onnx,index3444_delta0.13.vnnlib,unsat,0,5,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat"
dist_shift_2023,mnist_concat.onnx,index3552_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index365_delta0.13.vnnlib,unsat,0,5,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat"
dist_shift_2023,mnist_concat.onnx,index3805_delta0.13.vnnlib,unsat,0,4,0,2,0,,"alpha_beta_crown,cora,neuralsat,pyrat"
dist_shift_2023,mnist_concat.onnx,index3863_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index4148_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index4272_delta0.13.vnnlib,sat,6,0,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index4286_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index4312_delta0.13.vnnlib,sat,5,0,0,1,0,,"alpha_beta_crown,cora,neuralsat,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index4665_delta0.13.vnnlib,unsat,0,4,0,2,0,,"alpha_beta_crown,cora,neuralsat,pyrat"
dist_shift_2023,mnist_concat.onnx,index4739_delta0.13.vnnlib,sat,6,0,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
